,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,July 2021,August 2021,September 2021,October 2021,,November 2021,December 2021,January 2022,February 2022,March 2022,April 2022,May 2022,June 2022,FYTD,Grand Total
Wagers,"$150,434,553.07","$137,756,097.78","$131,505,612.04","$136,918,532.08",,"$123,687,605.88","$136,569,793.38","$125,583,877.63","$136,835,064.84","$149,075,923.35","$143,328,931.90","$142,466,150.15","$129,302,861.59","$1,643,465,003.69","$43,500,932,503.42"
Payouts,"$134,797,384.07","$123,561,606.50","$118,203,118.16","$122,903,097.59",,"$110,916,362.02","$122,812,411.90","$112,906,041.75","$122,716,831.42","$133,882,958.93","$128,830,401.11","$127,706,667.36","$116,254,231.52","$1,475,491,112.33","$39,184,129,092.26"
Promotional Plays (Internal) 1,"$2,191,600.50","$1,947,614.04","$1,854,218.35","$2,226,134.85",,"$2,219,062.35","$2,268,561.80","$2,077,881.20","$2,210,293.80","$2,343,251.40","$2,449,073.25","$2,453,271.08","$1,956,294.35","$26,197,256.97","$769,471,817.72"
Promotional Plays (External) 1,$0.00,$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$17,368.30"
Adjustments 2,$0.00,$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,347,643.11"
Gross Terminal Revenue,"$13,445,568.50","$12,246,877.24","$11,448,275.53","$11,789,299.64",,"$10,552,181.51","$11,488,819.68","$10,599,954.68","$11,907,939.62","$12,849,713.02","$12,049,457.54","$12,306,211.71","$11,092,335.72","$141,776,634.39","$3,549,679,236.55"
State Tax (34%),"$4,571,493.29","$4,163,938.26","$3,892,413.68","$4,008,361.85",,"$3,587,741.74","$3,906,198.68","$3,603,984.61","$4,048,699.46","$4,368,902.42","$4,096,815.55","$4,184,112.00","$3,771,394.17","$48,204,055.71","$1,206,890,940.69"
LSA (2%) 3,"$268,911.36","$244,937.52","$228,965.52","$235,785.98",,"$211,043.64","$229,776.37","$211,999.10","$238,158.80","$256,994.25","$240,989.16","$246,124.28","$221,846.74","$2,835,532.72","$123,033,202.68"
EDTF (5.5%) 4,"$739,506.25","$673,578.25","$629,655.15","$648,411.47",,"$580,369.99","$631,885.11","$582,997.51","$654,936.69","$706,734.19","$662,720.14","$676,841.64","$610,078.46","$7,797,714.85","$182,412,482.28"
PRHDF 5,"$1,263,090.30","$1,154,421.85","$1,130,816.34","$1,117,678.12",,"$977,385.79","$1,097,875.92","$1,039,116.58","$1,153,277.33","$1,213,261.25","$1,134,364.88","$1,147,392.44","$1,033,823.86","$13,462,504.66","$391,169,592.82"
Taxable w/s/d,$248.86,$247.11,$240.64,$224.65,,$206.91,$218.00,$201.14,$250.17,$243.83,$236.26,$233.52,$217.50,,
Number of Machines 6,"1,741","1,599","1,589","1,694",,"1,700","1,700","1,700","1,700","1,700","1,700","1,699","1,700",,
GTR % Change 7,-26.07%,-10.86%,-9.76%,-5.38%,,-8.31%,172.90%,1.65%,25.72%,1.89%,-8.23%,-2.12%,-3.00%,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Presque Isle,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,July 2021,August 2021,September 2021,October 2021,,November 2021,December 2021,January 2022,February 2022,March 2022,April 2022,May 2022,June 2022,FYTD,Grand Total
Wagers,"$112,107,827.14","$103,549,985.14","$98,914,412.43","$95,092,814.71",,"$79,245,959.81","$87,672,754.89","$73,107,323.21","$82,935,758.36","$102,293,802.16","$100,284,897.33","$96,056,172.61","$89,851,747.18","$1,121,113,454.97","$24,266,946,779.31"
Payouts,"$100,151,162.84","$92,746,868.36","$88,717,513.44","$84,962,814.88",,"$70,765,873.71","$78,344,994.41","$65,515,802.30","$74,299,387.80","$91,764,161.87","$89,787,553.50","$86,165,521.93","$80,347,214.81","$1,003,568,869.85","$21,865,672,076.72"
Promotional Plays (Internal) 1,"$1,499,276.90","$1,392,600.20","$1,215,720.39","$1,234,975.81",,"$1,201,852.45","$1,328,064.06","$1,217,383.55","$1,437,482.08","$1,826,832.12","$1,592,396.35","$1,679,791.23","$1,710,933.38","$17,337,308.52","$411,212,565.03"
Promotional Plays (External) 1,$0.00,$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Adjustments 2,$0.00,$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$324,383.02"
Gross Terminal Revenue,"$10,457,387.40","$9,410,516.58","$8,981,178.60","$8,895,024.02",,"$7,278,233.65","$7,999,696.42","$6,374,137.36","$7,198,888.48","$8,702,808.17","$8,904,947.48","$8,210,859.45","$7,793,598.99","$100,207,276.60","$1,990,386,520.58"
State Tax (34%),"$3,555,511.73","$3,199,575.64","$3,053,600.73","$3,024,308.15",,"$2,474,599.44","$2,719,896.79","$2,167,206.70","$2,447,622.06","$2,958,954.78","$3,027,682.16","$2,791,692.21","$2,649,823.66","$34,070,474.05","$676,731,417.67"
LSA (2%) 3,"$209,147.75","$188,210.35","$179,623.56","$177,900.48",,"$145,564.66","$159,993.93","$127,482.76","$143,977.78","$174,056.15","$178,098.97","$164,217.17","$155,871.99","$2,004,145.55","$68,287,882.89"
EDTF (5.5%) 4,"$575,156.30","$517,578.40","$493,964.81","$489,226.33",,"$400,302.86","$439,983.30","$350,577.57","$395,938.89","$478,654.47","$489,772.13","$451,597.27","$428,647.96","$5,511,400.29","$102,447,142.42"
PRHDF 5,"$983,329.92","$887,798.96","$815,970.28","$843,981.11",,"$675,555.71","$764,223.21","$622,982.82","$696,673.71","$825,432.30","$839,196.57","$766,158.46","$728,153.20","$9,449,456.25","$218,575,247.73"
Taxable w/s/d,$221.20,$199.06,$197.57,$198.74,,$167.10,$172.00,$134.90,$168.59,$184.09,$194.64,$173.68,$197.29,,
Number of Machines 6,"1,525","1,525","1,513","1,443",,"1,452","1,500","1,524","1,525","1,525","1,525","1,525","1,319",,
GTR % Change 7,34.71%,32.71%,30.70%,35.27%,,46.05%,394.61%,19.60%,22.45%,4.62%,4.76%,-2.93%,-1.94%,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Hollywood Casino at The Meadows,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,July 2021,August 2021,September 2021,October 2021,,November 2021,December 2021,January 2022,February 2022,March 2022,April 2022,May 2022,June 2022,FYTD,Grand Total
Wagers,"$195,557,338.51","$188,501,390.08","$174,547,963.37","$193,868,076.24",,"$161,874,849.02","$177,334,198.43","$153,267,008.30","$172,336,170.00","$190,076,568.31","$198,410,342.66","$184,854,386.24","$174,318,553.75","$2,164,946,844.91","$41,969,223,424.48"
Payouts,"$176,734,088.87","$170,025,683.46","$157,055,990.73","$175,279,597.86",,"$146,468,266.39","$160,207,564.18","$138,695,027.18","$155,486,121.95","$171,940,610.64","$179,448,163.58","$167,375,934.71","$157,289,695.27","$1,956,006,744.82","$38,487,686,724.98"
Promotional Plays (Internal) 1,"$4,319,413.55","$4,583,135.98","$3,553,643.06","$4,392,941.99",,"$3,504,539.50","$3,703,546.94","$3,332,401.45","$3,928,133.80","$4,203,440.12","$4,186,335.94","$3,971,503.86","$3,366,960.73","$47,045,996.92","$228,515,575.04"
Promotional Plays (External) 1,$0.00,$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,"$5,232.37","$7,722.34","$4,737.19","$5,642.68","$23,334.58","$612,455,383.74"
Adjustments 2,$0.00,$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$231,837.18"
Gross Terminal Revenue,"$14,503,836.09","$13,892,570.64","$13,938,329.58","$14,195,536.39",,"$11,902,043.13","$13,423,087.31","$11,239,579.67","$12,921,914.25","$13,932,517.55","$14,775,843.14","$13,506,947.67","$13,661,897.75","$161,894,103.17","$3,253,252,961.64"
State Tax (34%),"$4,931,304.30","$4,723,474.02","$4,739,032.03","$4,826,482.38",,"$4,046,694.66","$4,563,849.67","$3,821,457.08","$4,393,450.83","$4,737,055.96","$5,023,786.68","$4,592,362.19","$4,645,045.24","$55,043,995.04","$1,106,106,007.12"
LSA (2%) 3,"$290,076.75","$277,851.44","$278,766.61","$283,910.73",,"$238,040.87","$268,461.73","$224,791.61","$258,438.28","$278,650.35","$295,516.87","$270,138.97","$273,237.94","$3,237,882.15","$110,050,633.01"
EDTF (5.5%) 4,"$797,710.98","$764,091.38","$766,608.11","$780,754.51",,"$654,612.37","$738,269.79","$618,176.89","$710,705.30","$766,288.48","$812,671.36","$742,882.14","$751,404.37","$8,904,175.68","$167,839,705.83"
PRHDF 5,"$1,368,055.40","$1,309,654.22","$1,252,599.27","$1,348,554.63",,"$1,102,887.14","$1,281,765.11","$1,095,382.47","$1,249,376.90","$1,315,217.75","$1,392,250.03","$1,257,889.23","$1,275,907.44","$15,249,539.59","$354,274,432.15"
Taxable w/s/d,$201.41,$193.00,$200.00,$197.12,,$187.02,$217.59,$182.19,$231.91,$225.85,$247.50,$218.51,$227.02,,
Number of Machines 6,"2,323","2,322","2,323","2,323",,"2,129","1,990","1,990","1,990","1,990","1,990","1,993","2,006",,
GTR % Change 7,8.75%,18.78%,17.40%,16.74%,,20.41%,371.52%,14.06%,33.19%,8.32%,13.43%,-2.94%,12.04%,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Mount Airy,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,July 2021,August 2021,September 2021,October 2021,,November 2021,December 2021,January 2022,February 2022,March 2022,April 2022,May 2022,June 2022,FYTD,Grand Total
Wagers,"$179,995,883.68","$169,398,564.98","$142,866,401.53","$149,031,554.42",,"$130,512,010.52","$124,078,875.56","$109,835,451.03","$125,166,915.04","$128,567,544.63","$141,338,902.86","$137,904,690.74","$139,572,136.27","$1,678,268,931.26","$27,825,052,209.81"
Payouts,"$162,524,875.38","$153,487,157.50","$128,889,395.80","$134,295,135.92",,"$118,038,290.68","$112,032,189.33","$99,221,122.98","$112,782,642.47","$115,702,573.65","$127,780,588.57","$124,171,103.32","$126,101,674.42","$1,515,026,750.02","$25,209,301,948.44"
Promotional Plays (Internal) 1,"$2,093,708.10","$2,213,825.65","$2,024,807.08","$2,252,300.63",,"$1,891,677.05","$1,734,305.64","$1,571,375.43","$1,676,591.08","$1,682,980.89","$1,763,628.96","$1,769,919.73","$1,720,912.69","$22,396,032.93","$494,430,918.78"
Promotional Plays (External) 1,$0.00,"$19,775.00",$0.00,"$19,777.25",,$0.00,"$19,816.00",$0.00,"$19,722.75","$19,598.00",$0.00,"$19,945.50",$0.00,"$118,634.50","$573,505.42"
Adjustments 2,$0.00,$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$110,341.79"
Gross Terminal Revenue,"$15,377,300.20","$13,697,581.83","$11,952,198.65","$12,484,117.87",,"$10,582,042.79","$10,312,380.59","$9,042,952.62","$10,707,681.49","$11,181,990.09","$11,794,685.33","$11,963,667.69","$11,749,549.16","$140,846,148.31","$2,121,429,572.24"
State Tax (34%),"$5,228,282.05","$4,657,177.84","$4,063,747.55","$4,244,600.05",,"$3,597,894.57","$3,506,209.42","$3,074,603.89","$3,640,611.73","$3,801,876.62","$4,010,193.02","$4,067,647.02","$3,994,846.74","$47,887,690.50","$721,286,093.53"
LSA (2%) 3,"$307,546.02","$273,951.64","$239,044.00","$249,682.35",,"$211,640.89","$206,247.62","$180,859.07","$214,153.62","$223,639.83","$235,893.70","$239,273.35","$234,991.01","$2,816,923.10","$69,246,105.00"
EDTF (5.5%) 4,"$845,751.56","$753,367.02","$657,370.91","$686,626.49",,"$582,012.37","$567,180.94","$497,362.37","$588,922.50","$615,009.45","$648,707.70","$658,001.71","$646,225.22","$7,746,538.24","$110,037,244.71"
PRHDF 5,"$1,440,800.86","$1,286,262.19","$1,055,351.46","$1,177,091.31",,"$973,202.40","$981,959.45","$878,746.44","$1,031,257.21","$1,052,153.70","$1,107,751.01","$1,106,173.59","$1,093,317.25","$13,184,066.87","$228,586,964.89"
Taxable w/s/d,$273.00,$243.18,$223.53,$238.72,,$208.97,$199.37,$174.26,$229.53,$215.22,$234.58,$230.27,$233.68,,
Number of Machines 6,"1,817","1,817","1,782","1,687",,"1,687","1,668","1,674","1,665","1,676","1,676","1,676","1,676",,
GTR % Change 7,1.58%,-9.24%,-5.68%,6.95%,,6.23%,265.23%,-1.93%,28.02%,-7.13%,-6.33%,-11.81%,-4.56%,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Hollywood Casino at Penn National,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,July 2021,August 2021,September 2021,October 2021,,November 2021,December 2021,January 2022,February 2022,March 2022,April 2022,May 2022,June 2022,FYTD,Grand Total
Wagers,"$193,766,328.64","$172,184,780.38","$163,998,809.72","$171,872,052.08",,"$152,820,939.64","$164,570,996.46","$140,306,342.94","$156,843,062.43","$169,516,115.92","$171,867,859.11","$159,295,750.58","$149,725,591.18","$1,966,768,629.08","$33,862,859,525.23"
Payouts,"$173,897,308.10","$154,266,660.34","$147,291,866.89","$153,799,884.68",,"$137,224,755.13","$148,069,488.81","$125,555,457.31","$140,636,829.53","$152,196,011.03","$154,086,119.63","$142,979,153.36","$134,842,484.46","$1,764,846,019.27","$30,407,439,677.18"
Promotional Plays (Internal) 1,"$3,081,232.08","$2,857,765.41","$2,905,255.99","$2,947,022.53",,"$2,781,120.39","$3,315,768.05","$2,532,479.79","$2,656,128.30","$2,813,112.28","$3,072,626.80","$3,130,053.92","$2,685,416.95","$34,777,982.49","$435,478,094.43"
Promotional Plays (External) 1,$0.00,$0.04,$0.00,$0.00,,$1.99,$0.01,$5.08,$0.07,$0.00,"$6,163.40","$8,877.03","$7,988.78","$23,036.40","$23,057.00"
Adjustments 2,$0.00,$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$150,373.42"
Gross Terminal Revenue,"$16,787,788.46","$15,060,354.63","$13,801,686.84","$15,125,144.87",,"$12,815,064.12","$13,185,739.60","$12,218,405.84","$13,550,104.60","$14,506,992.61","$14,709,112.68","$13,186,543.30","$12,197,689.77","$167,144,627.32","$3,020,092,127.03"
State Tax (34%),"$5,707,848.08","$5,120,520.56","$4,692,573.56","$5,142,549.27",,"$4,357,121.80","$4,483,151.49","$4,154,257.97","$4,607,035.59","$4,932,377.46","$5,001,098.30","$4,483,424.74","$4,147,214.54","$56,829,173.36","$1,026,831,324.18"
LSA (2%) 3,"$335,755.78","$301,207.10","$276,033.76","$302,502.90",,"$256,301.30","$263,714.81","$244,368.08","$271,002.11","$290,139.86","$294,182.26","$263,730.89","$243,953.80","$3,342,892.65","$100,270,095.91"
EDTF (5.5%) 4,"$923,328.38","$828,319.51","$759,092.77","$831,882.96",,"$704,828.53","$725,215.68","$672,012.34","$745,255.75","$797,884.59","$809,001.18","$725,259.83","$670,872.94","$9,192,954.46","$156,312,007.07"
PRHDF 5,"$1,573,687.24","$1,418,090.95","$1,303,462.19","$1,432,194.15",,"$1,183,744.96","$1,256,404.16","$1,192,526.16","$1,309,678.97","$1,369,662.39","$1,386,931.34","$1,227,787.45","$1,137,082.27","$15,791,252.23","$326,300,525.16"
Taxable w/s/d,$281.03,$252.11,$247.62,$269.12,,$235.61,$234.61,$217.40,$266.92,$259.20,$271.64,$235.06,$223.16,,
Number of Machines 6,"1,927","1,927","1,854","1,813",,"1,813","1,813","1,813","1,813","1,804","1,804","1,810","1,822",,
GTR % Change 7,18.27%,11.20%,1.85%,10.89%,,8.80%,209.32%,-4.01%,8.12%,-13.44%,-11.71%,-19.87%,-11.21%,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Wind Creek,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,July 2021,August 2021,September 2021,October 2021,,November 2021,December 2021,January 2022,February 2022,March 2022,April 2022,May 2022,June 2022,FYTD,Grand Total
Wagers,"$441,923,538.47","$440,221,077.66","$421,598,886.73","$430,804,658.94",,"$426,998,362.17","$445,113,263.45","$403,415,170.15","$430,559,219.17","$484,083,562.69","$479,058,460.59","$479,492,926.45","$440,735,420.83","$5,324,004,547.30","$54,097,331,354.08"
Payouts,"$402,338,122.41","$401,215,109.51","$384,228,398.71","$392,683,481.67",,"$389,132,030.61","$406,442,718.29","$368,408,889.76","$393,132,043.50","$442,747,360.24","$436,939,781.09","$437,369,101.33","$401,803,546.45","$4,856,440,583.57","$48,802,979,331.55"
Promotional Plays (Internal) 1,"$13,703,179.78","$14,217,693.51","$14,063,167.29","$14,802,423.48",,"$15,252,144.67","$16,872,915.84","$16,711,972.99","$15,114,351.62","$17,612,264.98","$17,068,072.87","$17,164,919.05","$16,418,506.16","$189,001,612.24","$1,718,029,326.24"
Promotional Plays (External) 1,"$24,628.71","$26,924.61","$42,266.97","$26,677.84",,"$27,218.26","$35,779.21","$42,015.28","$28,492.00","$37,081.81","$52,757.38","$34,378.14","$51,368.29","$429,588.50","$666,263.46"
Adjustments 2,$0.00,$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$309,476.70"
Gross Terminal Revenue,"$25,882,236.28","$24,788,274.64","$23,307,320.73","$23,318,753.79",,"$22,614,186.89","$21,797,629.32","$18,294,307.40","$22,312,824.05","$23,723,937.47","$25,050,606.63","$24,958,906.07","$22,513,368.22","$278,562,351.49","$3,576,632,172.99"
State Tax (34%),"$8,799,960.34","$8,428,013.38","$7,924,489.06","$7,928,376.26",,"$7,688,823.54","$7,411,193.95","$6,220,064.50","$7,586,360.18","$8,066,138.74","$8,517,206.26","$8,486,028.08","$7,654,545.17","$94,711,199.46","$1,216,054,939.02"
LSA (2%) 3,"$517,644.73","$495,765.49","$466,146.41","$466,375.06",,"$452,283.71","$435,952.59","$365,886.14","$446,256.48","$474,478.74","$501,012.13","$499,178.13","$450,267.38","$5,571,246.99","$113,313,521.38"
EDTF (5.5%) 4,"$1,423,523.01","$1,363,355.14","$1,281,902.65","$1,282,531.45",,"$1,243,780.29","$1,198,869.62","$1,006,186.91","$1,227,205.35","$1,304,816.53","$1,377,783.38","$1,372,739.84","$1,238,235.24","$15,320,929.41","$186,495,541.25"
PRHDF 5,"$2,423,211.02","$2,324,645.43","$2,204,101.67","$2,200,200.96",,"$2,084,115.83","$2,071,692.35","$1,776,987.60","$2,150,383.20","$2,226,843.88","$2,347,214.87","$2,315,226.62","$2,089,189.42","$26,213,812.85","$377,184,826.51"
Taxable w/s/d,$275.75,$266.19,$261.32,$253.02,,$253.55,$236.51,$198.50,$268.04,$257.41,$280.87,$270.81,$252.42,,
Number of Machines 6,"3,027","3,004","2,973","2,973",,"2,973","2,973","2,973","2,973","2,973","2,973","2,973","2,973",,
GTR % Change 7,34.89%,21.84%,17.47%,28.00%,,41.44%,329.06%,6.68%,38.18%,1.14%,11.45%,9.25%,6.36%,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Rivers Pittsburgh,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,July 2021,August 2021,September 2021,October 2021,,November 2021,December 2021,January 2022,February 2022,March 2022,April 2022,May 2022,June 2022,FYTD,Grand Total
Wagers,"$289,049,244.81","$255,109,144.94","$248,456,758.19","$264,866,076.18",,"$238,783,487.94","$259,691,828.18","$227,183,032.01","$245,541,095.91","$282,395,102.26","$282,724,088.22","$261,065,647.31","$244,892,303.38","$3,099,757,809.33","$40,561,320,853.62"
Payouts,"$259,320,669.51","$229,118,303.69","$222,675,743.95","$237,715,658.20",,"$213,974,045.86","$232,914,903.69","$204,073,530.34","$220,632,643.19","$252,651,303.82","$254,061,160.52","$234,449,993.63","$219,963,152.61","$2,781,551,109.01","$36,461,106,889.78"
Promotional Plays (Internal) 1,"$4,401,584.72","$3,558,723.15","$3,180,494.66","$4,263,592.52",,"$3,703,303.02","$3,968,465.58","$3,479,840.94","$3,454,967.95","$4,992,438.59","$4,830,624.68","$4,428,004.91","$3,783,117.82","$48,045,158.54","$725,355,662.28"
Promotional Plays (External) 1,$0.00,$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
Adjustments 2,$0.00,$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$281,949.35"
Gross Terminal Revenue,"$25,326,990.58","$22,432,118.10","$22,600,519.58","$22,886,825.46",,"$21,106,139.06","$22,808,458.91","$19,629,660.73","$21,453,484.77","$24,751,359.85","$23,832,303.02","$22,187,648.77","$21,146,032.95","$270,161,541.78","$3,375,140,250.91"
